bay_id,slot_num,typedesc,fromday,today,starttime,endtime,duration_mins,disabilityext_mins,plain_english,is_strict,rule_category,id,exemption
8745,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7368,
30639,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7369,
30639,3,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7370,
30655,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7371,
30655,3,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7372,
17225,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7373,
17225,3,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7374,
17213,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7375,
17213,3,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7376,
17210,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7377,
17210,3,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7378,
9341,1,1P,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7379,
9376,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7380,
9384,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7381,
31030,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7382,
31030,3,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7383,
31030,5,HP,1,5,07:30:00,18:30:00,,,Restriction: HP. Check the physical sign for full details.,False,other,7384,
9633,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7385,
9640,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7386,
9643,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7387,
9730,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7388,
9730,2,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7389,
9735,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7390,
9735,2,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7391,
19293,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7392,
21010,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7393,
22817,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7394,
22817,3,HP,6,6,07:30:00,12:30:00,,,Restriction: HP. Check the physical sign for full details.,False,other,7395,
22817,5,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7396,
11934,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7397,
37139,1,2P,6,6,00:00:00,07:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7398,
12120,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7399,
12120,3,PP,1,6,07:30:00,18:30:00,,,Restriction: PP. Check the physical sign for full details.,False,other,7400,
12122,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7401,
12122,3,PP,1,6,07:30:00,18:30:00,,,Restriction: PP. Check the physical sign for full details.,False,other,7402,
12284,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7403,
12284,3,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7404,
12287,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7405,
12287,3,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7406,
12289,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7407,
12289,3,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7408,
68826,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7409,
68812,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7410,
72529,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7411,
72527,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7412,
72566,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7413,
72568,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7414,
68918,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7415,
71117,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7416,
70660,1,2P MTR,1,5,18:30:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7417,
30761,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7418,
30761,3,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7419,
69122,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7420,
69119,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7421,
69116,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7422,
69115,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7423,
69113,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7424,
69110,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7425,
26280,1,3P,1,5,07:30:00,18:30:00,180.0,,Park for up to 3 hours. No payment required.,False,timed,7426,
26280,3,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7427,
64561,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7428,
60957,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7429,
61147,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7430,
63610,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7431,
77474,1,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,7432,
77638,1,4P MTR,1,5,07:00:00,19:00:00,240.0,,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7433,
77638,4,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,7434,
65621,1,2P MTR,1,5,07:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7435,
55333,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7436,
77036,1,4P MTR,6,0,07:00:00,22:00:00,240.0,,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7437,
51746,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7438,
20926,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7439,
5726,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7440,
62661,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7441,
65476,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7442,
63447,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7443,
63447,4,1P MTR,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7444,
63447,7,1P FREE,0,0,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7445,
62059,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7446,
61953,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7447,
54319,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7448,
63311,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7449,
36747,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7450,
58720,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7451,
53516,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7452,
53515,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7453,
64268,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7454,
64267,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7455,
60140,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7456,
70622,1,2P MTR,1,5,18:30:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7457,
65220,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7458,
70952,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7459,
67625,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7460,
67625,3,4P MTR,1,6,07:30:00,20:30:00,240.0,,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7461,
50510,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7462,
50512,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7463,
51618,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7464,
22313,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7465,
22853,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7466,
22853,3,HP,6,6,07:30:00,12:30:00,,,Restriction: HP. Check the physical sign for full details.,False,other,7467,
22853,5,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7468,
22866,1,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7469,
22866,3,HP,6,6,07:30:00,12:30:00,,,Restriction: HP. Check the physical sign for full details.,False,other,7470,
22866,5,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7471,
66957,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7472,
65243,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7473,
12083,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7474,
12083,3,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7475,
62137,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7476,
78151,1,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,7477,
78122,1,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,7478,
78136,1,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,7479,
58818,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7480,
64559,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7481,
65148,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7482,
51438,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7483,
5931,1,1P,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7484,
64811,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7485,
16287,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7486,
13396,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7487,
13436,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7488,
56336,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7489,
56334,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7490,
50912,1,2P MTR,1,5,10:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7491,
65651,1,2P MTR,1,5,07:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7492,
65654,1,2P MTR,1,5,07:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7493,
65669,1,2P MTR,1,5,07:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7494,
50676,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7495,
11358,1,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7496,
11358,3,1P,1,6,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7497,
11402,1,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,7498,
11402,3,1P,1,6,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7499,
23852,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7500,
65491,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7501,
33812,1,2P,1,5,07:30:00,16:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7502,
33835,1,2P,1,5,07:30:00,16:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7503,
16404,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7504,
16420,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7505,
24038,1,1P,1,6,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7506,
24038,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7507,
9454,1,1P,1,6,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7508,
9454,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7509,
6754,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7510,
68960,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7511,
10286,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7512,
10286,2,2P,1,0,07:30:00,23:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7513,
24369,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7514,
24369,2,2P,1,0,07:30:00,23:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7515,
10288,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7516,
10288,2,2P,1,0,07:30:00,23:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7517,
10296,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7518,
10296,2,2P,1,0,07:30:00,23:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7519,
10290,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7520,
10290,2,2P,1,0,07:30:00,23:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7521,
24426,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7522,
66416,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7523,
66443,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7524,
51635,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7525,
58632,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7526,
17432,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7527,
5931,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7528,
5932,1,1P,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7529,
5932,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7530,
5939,1,1P,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7531,
5939,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7532,
17928,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7533,
17937,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7534,
17926,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7535,
17925,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7536,
37143,1,2P,6,6,00:00:00,07:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7537,
26215,1,2P,1,5,16:00:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7538,
17464,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7539,
17473,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7540,
17515,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7541,
17511,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7542,
20641,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7543,
20641,3,2P,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7544,
20639,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,7545,
20639,3,2P,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7546,
23024,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7547,
23031,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7548,
18148,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,7549,
67216,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7550,
67332,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7551,
51531,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7552,
52213,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7553,
62122,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7554,
61921,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7555,
62411,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7556,
63831,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7557,
63830,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7558,
50011,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7559,
56711,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7560,
57314,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7561,
57216,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7562,
61829,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7563,
66019,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7564,
23257,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,7565,
